US 500 (Dec) >2116.0 (4:15PM)	,	20:05.6	,	9.375
US 500 (Dec) >2116.0 (4:15PM)	,	19:39.6	,	10.125
US 500 (Dec) >2116.0 (4:15PM)	,	19:44.7	,	9.875
US 500 (Dec) >2116.0 (4:15PM)	,	20:17.6	,	9.375
US 500 (Dec) >2116.0 (4:15PM)	,	20:17.6	,	9.625
US 500 (Dec) >2116.0 (4:15PM)	,	20:17.6	,	9.25
US 500 (Dec) >2116.0 (4:15PM)	,	19:11.5	,	10.125
US 500 (Dec) >2116.0 (4:15PM)	,	19:04.4	,	9.75
US 500 (Dec) >2116.0 (4:15PM)	,	19:23.6	,	9.875
US 500 (Dec) >2062.0 (4:15PM)	,	19:23.4	,	93.875
US 500 (Dec) >2062.0 (4:15PM)	,	19:04.3	,	93.875
US 500 (Dec) >2062.0 (4:15PM)	,	19:11.3	,	94.125
US 500 (Dec) >2062.0 (4:15PM)	,	19:39.4	,	94.125
US 500 (Dec) >2062.0 (4:15PM)	,	19:44.4	,	93.875
US 500 (Dec) >2065.0 (4:15PM)	,	20:05.6	,	91.875
US 500 (Dec) >2065.0 (4:15PM)	,	20:17.5	,	91.875
US 500 (Dec) >2065.0 (4:15PM)	,	20:17.5	,	92.125
US 500 (Dec) >2065.0 (4:15PM)	,	20:17.5	,	91.875
US 500 (Dec) >2065.0 (4:15PM)	,	19:11.3	,	92.375
US 500 (Dec) >2065.0 (4:15PM)	,	19:04.3	,	92.125
US 500 (Dec) >2068.0 (4:15PM)	,	20:36.3	,	89.625
US 500 (Dec) >2068.0 (4:15PM)	,	20:35.7	,	89.375
US 500 (Dec) >2068.0 (4:15PM)	,	20:47.2	,	89.375
US 500 (Dec) >2068.0 (4:15PM)	,	20:17.5	,	89.625
US 500 (Dec) >2068.0 (4:15PM)	,	20:12.4	,	89.625
US 500 (Dec) >2068.0 (4:15PM)	,	20:11.8	,	89.375
US 500 (Dec) >2068.0 (4:15PM)	,	20:04.0	,	89.875
US 500 (Dec) >2071.0 (4:15PM)	,	20:04.3	,	87.125
US 500 (Dec) >2071.0 (4:15PM)	,	20:06.0	,	86.875
US 500 (Dec) >2071.0 (4:15PM)	,	19:38.1	,	87.625
US 500 (Dec) >2071.0 (4:15PM)	,	19:45.0	,	87.375
US 500 (Dec) >2071.0 (4:15PM)	,	20:17.5	,	86.875
US 500 (Dec) >2071.0 (4:15PM)	,	19:04.3	,	87.375
US 500 (Dec) >2071.0 (4:15PM)	,	19:11.3	,	87.625
US 500 (Dec) >2071.0 (4:15PM)	,	19:23.9	,	87.375
